Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga
Ore Monogatari!!,"Comedy,Romance",671.0,284,7.92,24,22 min. per ep.,TV ,Apr 2015 , Sep 2015,681602,8.11,549.0,506.0,33493.0,52,"Dec  13, 2011 to Jul  13, 2016",['Shoujo'],Bessatsu Margaret,"Kawahara, Kazune (Story), Aruko (Art)",True
Plastic Memories,"Drama,Romance,Sci-Fi",674.0,161,7.92,13,24 min. per ep.,TV ,Apr 2015 , Jun 2015,952578,,,,,,,,,,False
School Rumble,"Comedy,Romance",710.0,621,7.9,26,23 min. per ep.,TV ,Oct 2004 , Mar 2005,329969,7.98,780.0,583.0,29404.0,345,"Oct  23, 2002 to Jul  23, 2008",['Shounen'],Shounen Magazine (Weekly),"Kobayashi, Jin (Story & Art)",True
Osomatsu-san Movie,,738.0,5022,7.88,1,1 hr. 48 min.,Movie ,Mar 2019 , Mar 2019,15447,,,,,,,,,,False
Wotaku ni Koi wa Muzukashii OVA,"Comedy,Romance,Slice of Life,Sports",666.0,1182,7.93,3,23 min. per ep.,OVA ,Mar 2019 , Oct 2021,210804,,,,,,,,,,False
City Hunter,"Action,Comedy,Mystery",677.0,2208,7.92,51,25 min. per ep.,TV ,Apr 1987 , Mar 1988,82351,8.15,490.0,1195.0,15356.0,193,"Feb  26, 1985 to Nov  19, 1991",['Shounen'],Shounen Jump (Weekly),"Hojo, Tsukasa (Story & Art)",True
One Piece Film: Gold,"Action,Adventure,Fantasy",670.0,1151,7.92,1,2 hr.,Movie ,Jul 2016 , Jul 2016,223340,,,,,,,,,,False
Overlord III,"Action,Fantasy,Supernatural",673.0,200,7.92,13,23 min. per ep.,TV ,Jul 2018 , Oct 2018,918200,,,,,,,,,,False
Zetsuen no Tempest,"Action,Drama,Fantasy,Mystery",669.0,323,7.93,24,24 min. per ep.,TV ,Oct 2012 , Mar 2013,601224,7.9,984.0,820.0,21417.0,50,"Jul  10, 2009 to Oct  12, 2013",['Shounen'],Shounen Gangan,"Shirodaira, Kyou (Story), Saizaki, Ren (Art)",True
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,,663.0,4135,7.93,1,27 min.,OVA ,Feb 2013 , Feb 2013,21868,,,,,,,,,,False
Hidamari Sketch x Honeycomb,"Comedy,Slice of Life",660.0,4052,7.93,12,24 min. per ep.,TV ,Oct 2012 , Dec 2012,24406,,,,,,,,,,False
Love Live! The School Idol Movie,,661.0,1495,7.93,1,1 hr. 42 min.,Movie ,Jun 2015 , Jun 2015,131940,,,,,,,,,,False
Yakitate!! Japan,"Comedy,Gourmet",667.0,1862,7.93,69,24 min. per ep.,TV ,Oct 2004 , Mar 2006,99130,7.56,2459.0,1520.0,12677.0,242,"Mar  18, 2002 to Jan  10, 2007",['Shounen'],Shounen Sunday,"Hashiguchi, Takashi (Story & Art)",True
Darker than Black: Kuro no Keiyakusha Gaiden,"Action,Mystery,Sci-Fi",658.0,811,7.93,4,24 min. per ep.,Special ,Jan 2010 , Jul 2010,258827,,,,,,,,,,False
Bungou Stray Dogs Wan!,"Comedy,Slice of Life,Supernatural",657.0,1908,7.93,12,11 min. per ep.,TV ,Jan 2021 , Mar 2021,119958,8.24,364.0,3037.0,6561.0,Unknown,"Dec  22, 2015 to ?",[],Young Ace UP,"Kanai, Neco (Story & Art)",True
Yuru Yuri San☆Hai!,"Comedy,Girls Love,Slice of Life",668.0,1566,7.93,12,23 min. per ep.,TV ,Oct 2015 , Dec 2015,126084,,,,,,,,,,False
Kuuchuu Buranko,"Comedy,Drama",655.0,1946,7.94,11,23 min. per ep.,TV ,Oct 2009 , Dec 2009,95225,,,,,,,,,,False
Kidou Keisatsu Patlabor 2 the Movie,"Drama,Mystery,Sci-Fi",653.0,3421,7.94,1,1 hr. 53 min.,Movie ,Aug 1993 , Aug 1993,39004,,,,,,,,,,False
Full Moon wo Sagashite,"Comedy,Drama,Romance,Supernatural",652.0,1732,7.94,52,24 min. per ep.,TV ,Apr 2002 , Mar 2003,110813,8.04,674.0,448.0,37255.0,35,"Dec  1, 2001 to Apr  30, 2004",['Shoujo'],Ribon Magazine,"Tanemura, Arina (Story & Art)",True
Kimi to Boku. 2,"Comedy,Drama,Romance,Slice of Life",654.0,1979,7.94,13,24 min. per ep.,TV ,Apr 2012 , Jun 2012,89305,,,,,,,,,,False
Umibe no Étranger,"Boys Love,Romance,Slice of Life",665.0,1437,7.93,1,59 min.,Movie ,Sep 2020 , Sep 2020,178654,,,,,,,,,,False
Full Metal Panic! The Second Raid,,651.0,799,7.94,13,24 min. per ep.,TV ,Jul 2005 , Oct 2005,262514,,,,,,,,,,False
Bishoujo Senshi Sailor Moon: Sailor Stars,"Adventure,Comedy,Drama,Fantasy,Romance",656.0,1725,7.93,34,24 min. per ep.,TV ,Mar 1996 , Feb 1997,114894,,,,,,,,,,False
Nekomonogatari: Kuro,"Comedy,Romance,Supernatural,Ecchi",643.0,354,7.94,4,24 min. per ep.,TV Special ,Dec 2012 , Dec 2012,557525,,,,,,,,,,False
Takarajima,"Adventure,Drama,Mystery",644.0,4459,7.94,26,24 min. per ep.,TV ,Oct 1978 , Apr 1979,21231,,,,,,,,,,False
xxxHOLiC Movie: Manatsu no Yoru no Yume,"Comedy,Drama,Mystery,Supernatural",639.0,2355,7.95,1,1 hr.,Movie ,Aug 2005 , Aug 2005,67240,,,,,,,,,,False
Yowamushi Pedal,"Comedy,Drama,Sports",640.0,924,7.95,38,24 min. per ep.,TV ,Oct 2013 , Jul 2014,234649,7.97,809.0,1307.0,14439.0,Unknown,"Feb  7, 2008 to ?",['Shounen'],Shounen Champion (Weekly),"Watanabe, Wataru (Story & Art)",True
Kurenai no Buta,"Action,Adventure,Comedy,Drama,Romance",633.0,934,7.95,1,1 hr. 33 min.,Movie ,Jul 1992 , Jul 1992,255441,,,,,,,,,,False
Final Fantasy VII: Advent Children Complete,"Action,Fantasy",659.0,1454,7.93,1,2 hr. 6 min.,OVA ,Apr 2009 , Apr 2009,133412,,,,,,,,,,False
Log Horizon,"Action,Adventure,Fantasy",634.0,114,7.95,25,25 min. per ep.,TV ,Oct 2013 , Mar 2014,1123557,8.05,663.0,1352.0,14035.0,Unknown,"Apr  13, 2010 to ?",[],,"Touno, Mamare (Story), Hara, Kazuhiro (Art)",True
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,,664.0,1826,7.93,26,23 min. per ep.,TV ,Oct 2005 , Mar 2006,105271,,,,,,,,,,False
Kokoro Connect: Michi Random,"Drama,Romance,Supernatural",632.0,804,7.95,4,27 min. per ep.,Special ,Nov 2012 , Dec 2012,261435,,,,,,,,,,False
Usagi Drop Specials,,637.0,2262,7.95,4,5 min. per ep.,Special ,Oct 2011 , Jan 2012,71208,,,,,,,,,,False
Kindaichi Shounen no Jikenbo,,631.0,3692,7.95,148,24 min. per ep.,TV ,Apr 1997 , Sep 2000,31888,,,,,,,,,,False
Hanamonogatari,"Comedy,Mystery,Supernatural",629.0,469,7.95,5,25 min. per ep.,TV Special ,Aug 2014 , Aug 2014,430357,,,,,,,,,,False
Boku no Hero Academia 4th Season,,625.0,58,7.95,25,24 min. per ep.,TV ,Oct 2019 , Apr 2020,1742626,,,,,,,,,,False
Macross: Do You Remember Love?,"Action,Romance,Sci-Fi",624.0,2891,7.96,1,1 hr. 55 min.,Movie ,Jul 1984 , Jul 1984,48829,,,,,,,,,,False
Hikaru no Go: Hokuto Hai e no Michi,,630.0,3990,7.95,1,1 hr. 17 min.,Special ,Jan 2004 , Jan 2004,24225,,,,,,,,,,False
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,,622.0,3923,7.96,13,24 min. per ep.,TV ,Apr 2022 , Jun 2022,39370,,,,,,,,,,False
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama,Romance",626.0,680,7.95,1,25 min.,Special ,Jul 2008 , Jul 2008,306887,,,,,,,,,,False
Wotaku ni Koi wa Muzukashii,"Comedy,Romance,Slice of Life",638.0,166,7.95,11,22 min. per ep.,TV ,Apr 2018 , Jun 2018,997732,8.36,246.0,85.0,131142.0,105,"Apr  30, 2015 to Jul  16, 2021",[],Comic POOL,Fujita (Story & Art),True
Macross F Movie 2: Sayonara no Tsubasa,"Action,Romance,Sci-Fi",623.0,3742,7.96,1,1 hr. 54 min.,Movie ,Feb 2011 , Feb 2011,28025,,,,,,,,,,False
Haikyuu!! Movie 1: Owari to Hajimari,,619.0,1985,7.96,1,1 hr. 29 min.,Movie ,Jul 2015 , Jul 2015,105323,,,,,,,,,,False
Non Non Biyori,"Comedy,Slice of Life",636.0,479,7.95,12,24 min. per ep.,TV ,Oct 2013 , Dec 2013,430086,8.22,402.0,1665.0,11598.0,125,"Sep  26, 2009 to Feb  26, 2021",['Seinen'],Comic Alive,Atto (Story & Art),True
IDOLiSH7 Vibrato,,620.0,5045,7.96,8,14 min. per ep.,ONA ,Feb 2018 , Mar 2019,15971,,,,,,,,,,False
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,"Action,Adventure,Fantasy",615.0,1224,7.96,1,1 hr. 37 min.,Movie ,Oct 2021 , Oct 2021,257191,,,,,,,,,,False
Girls & Panzer: Saishuushou Part 1,,618.0,2989,7.96,1,47 min.,Movie ,Dec 2017 , Dec 2017,50257,,,,,,,,,,False
Nurarihyon no Mago: Sennen Makyou,"Action,Supernatural",613.0,1260,7.96,24,23 min. per ep.,TV ,Jul 2011 , Dec 2011,164561,,,,,,,,,,False
Kobato.,"Comedy,Drama,Fantasy,Romance",621.0,1237,7.96,24,24 min. per ep.,TV ,Oct 2009 , Mar 2010,168517,7.94,869.0,840.0,21031.0,40,"Dec  18, 2004 to Jul  8, 2011",[],Newtype,CLAMP (Story & Art),True
Mawaru Penguindrum,"Avant Garde,Comedy,Drama,Mystery",612.0,701,7.96,24,24 min. per ep.,TV ,Jul 2011 , Dec 2011,302423,,,,,,,,,,False
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,"Action,Fantasy",627.0,1968,7.95,1,1 hr. 29 min.,Movie ,Aug 2017 , Aug 2017,97903,,,,,,,,,,False
Saint Seiya: The Lost Canvas - Meiou Shinwa,"Action,Adventure,Supernatural",608.0,1760,7.97,13,24 min. per ep.,OVA ,Jun 2009 , Apr 2010,109414,8.27,338.0,1189.0,15439.0,223,"Sep  21, 2006 to Apr  7, 2011",['Shounen'],Shounen Champion (Weekly),"Kurumada, Masami (Story), Teshirogi, Shiori (Story & Art)",True
Quanzhi Gaoshou 2,,607.0,1736,7.97,12,26 min. per ep.,ONA ,Sep 2020 , Dec 2020,119759,,,,,,,,,,False
Youjo Senki,,610.0,178,7.97,12,24 min. per ep.,TV ,Jan 2017 , Mar 2017,931070,8.43,193.0,768.0,22728.0,Unknown,"Oct  31, 2013 to ?",[],,"Shinotsuki, Shinobu (Art), Zen, Carlo (Story)",True
One Piece Film: Strong World Episode 0,"Adventure,Fantasy",605.0,2077,7.97,1,18 min.,OVA ,Apr 2010 , Apr 2010,86542,,,,,,,,,,False
Phantom: Requiem for the Phantom,"Action,Drama,Suspense",606.0,615,7.97,26,24 min. per ep.,TV ,Apr 2009 , Sep 2009,337331,7.29,4879.0,8383.0,2112.0,14,"Dec  27, 2008 to Jan  27, 2010",['Seinen'],Comic Alive,"Hiiragi, Masaki (Art), Nitroplus (Story)",True
Tekkon Kinkreet,"Action,Adventure,Supernatural",616.0,1740,7.96,1,1 hr. 51 min.,Movie ,Dec 2006 , Dec 2006,113369,8.02,702.0,1281.0,14635.0,33,1993 to  1994,['Seinen'],Big Comic Spirits,"Matsumoto, Taiyou (Story & Art)",True
Naruto,"Action,Adventure,Fantasy",603.0,8,7.97,220,23 min. per ep.,TV ,Oct 2002 , Feb 2007,2875730,8.07,620.0,11.0,409403.0,700,"Sep  21, 1999 to Nov  10, 2014",['Shounen'],Shounen Jump (Weekly),"Kishimoto, Masashi (Story & Art)",True
Dragon Ball,"Adventure,Comedy,Fantasy",617.0,140,7.96,153,24 min. per ep.,TV ,Feb 1986 , Apr 1989,1049631,8.41,200.0,65.0,156157.0,520,"Nov  20, 1984 to May  23, 1995",['Shounen'],Shounen Jump (Weekly),"Toriyama, Akira (Story & Art)",True
Wan Sheng Jie 2,"Comedy,Slice of Life,Supernatural",591.0,6386,7.98,12,4 min. per ep.,ONA ,Oct 2020 , Dec 2020,12969,,,,,,,,,,False
Osomatsu-san,,614.0,1206,7.96,25,23 min. per ep.,TV ,Oct 2015 , Mar 2016,173517,7.5,2853.0,9747.0,1745.0,Unknown,"Jan  15, 2016 to ?",['Josei'],YOU,"Shitara, Masako (Art)",True
Promare,"Action,Sci-Fi",588.0,820,7.98,1,1 hr. 51 min.,Movie ,May 2019 , May 2019,282782,,,,,,,,,,False
Noragami,"Action,Fantasy",604.0,22,7.97,12,24 min. per ep.,TV ,Jan 2014 , Mar 2014,2176883,8.39,214.0,43.0,178921.0,Unknown,"Dec  6, 2010 to ?",['Shounen'],Shounen Magazine (Monthly),Adachitoka (Story & Art),True
Wan Sheng Jie,"Comedy,Slice of Life,Supernatural",609.0,4737,7.97,12,4 min. per ep.,ONA ,Apr 2020 , May 2020,27644,,,,,,,,,,False
xxxHOLiC,"Comedy,Drama,Mystery,Supernatural",587.0,678,7.99,24,24 min. per ep.,TV ,Apr 2006 , Sep 2006,324516,8.37,235.0,178.0,81981.0,213,"Feb  24, 2003 to Feb  9, 2011",['Seinen'],Young Magazine (Weekly),CLAMP (Story & Art),True
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"Drama,Romance",589.0,2036,7.98,2,42 min. per ep.,OVA ,Dec 2001 , Mar 2002,85194,,,,,,,,,,False
Sakasama no Patema,"Adventure,Sci-Fi",585.0,756,7.99,1,1 hr. 38 min.,Movie ,Nov 2013 , Nov 2013,292865,,,,,,,,,,False
Ookiku Furikabutte: Natsu no Taikai-hen,"Comedy,Sports",583.0,2913,7.99,13,24 min. per ep.,TV ,Apr 2010 , Jun 2010,45321,,,,,,,,,,False
Major Movie: Yuujou no Winning Shot,"Action,Sports",582.0,4284,7.99,1,1 hr. 40 min.,Movie ,Dec 2008 , Dec 2008,21055,,,,,,,,,,False
ReLIFE,"Drama,Romance,Slice of Life",584.0,139,7.99,13,23 min. per ep.,TV ,Jul 2016 , Sep 2016,1047098,8.64,72.0,61.0,159207.0,238,"Oct  12, 2013 to Mar  16, 2018",[],comico,"Yayoi, Sou (Story & Art)",True
Kimi ni Todoke 2nd Season,"Drama,Romance,Slice of Life",580.0,452,7.99,12,23 min. per ep.,TV ,Jan 2011 , Mar 2011,491795,,,,,,,,,,False
Mahou Shoujo Lyrical Nanoha A's,"Action,Comedy,Drama",602.0,2363,7.97,13,25 min. per ep.,TV ,Oct 2005 , Dec 2005,66059,7.41,3612.0,8737.0,1998.0,7,"Jun  8, 2005 to Jan  1, 2006",[],Comic NORA,"Hasegawa, Kouji (Art), Tsuzuki, Masaki (Story)",True
Doupo Cangqiong 4th Season,"Action,Adventure,Fantasy,Romance,Supernatural",577.0,8082,7.99,24,24 min. per ep.,ONA ,Mar 2021 , Aug 2021,7488,,,,,,,,,,False
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,"Gourmet,Ecchi",586.0,257,7.99,12,24 min. per ep.,TV ,Apr 2018 , Jun 2018,726980,,,,,,,,,,False
High Score Girl II,,579.0,1537,7.99,9,23 min. per ep.,TV ,Oct 2019 , Dec 2019,139163,,,,,,,,,,False
Kobayashi-san Chi no Maid Dragon,"Fantasy,Slice of Life",574.0,103,8.0,13,24 min. per ep.,TV ,Jan 2017 , Apr 2017,1243122,7.94,865.0,375.0,43476.0,Unknown,"May  25, 2013 to ?",[],Monthly Action,Cool-kyou Shinja (Story & Art),True
Durarara!!x2 Shou,"Action,Mystery,Supernatural",578.0,408,7.99,12,24 min. per ep.,TV ,Jan 2015 , Mar 2015,487311,,,,,,,,,,False
High Score Girl: Extra Stage,,571.0,2282,8.0,3,25 min. per ep.,OVA ,Mar 2019 , Mar 2019,75586,,,,,,,,,,False
Kanon (2006),"Drama,Romance,Slice of Life,Supernatural",601.0,772,7.97,24,24 min. per ep.,TV ,Oct 2006 , Mar 2007,273635,,,,,,,,,,False
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,"Action,Sci-Fi",575.0,3619,8.0,1,2 hr. 41 min.,OVA ,Jan 2006 , Jan 2006,29973,,,,,,,,,,False
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,,611.0,2108,7.97,1,2 min.,Special ,May 2017 , May 2017,85416,,,,,,,,,,False
Eve no Jikan (Movie),"Sci-Fi,Slice of Life",566.0,1519,8.0,1,1 hr. 46 min.,Movie ,Mar 2010 , Mar 2010,125668,,,,,,,,,,False
Hanada Shounen-shi,"Comedy,Drama,Slice of Life,Supernatural",569.0,4870,8.0,25,25 min. per ep.,TV ,Oct 2002 , Mar 2003,16339,7.61,2153.0,19441.0,620.0,41,1993 to  1995,['Seinen'],Mr. Magazine,"Isshiki, Makoto (Story & Art)",True
Touch,"Drama,Romance,Slice of Life,Sports",564.0,3377,8.0,101,25 min. per ep.,TV ,Mar 1985 , Mar 1987,36475,8.34,265.0,1480.0,12970.0,257,"Aug  5, 1981 to Nov  12, 1986",['Shounen'],Shounen Sunday,"Adachi, Mitsuru (Story & Art)",True
Code Geass: Hangyaku no Lelouch III - Oudou,"Action,Sci-Fi",565.0,2001,8.0,1,2 hr. 20 min.,Movie ,May 2018 , May 2018,95184,,,,,,,,,,False
Koukaku Kidoutai 2.0,"Action,Sci-Fi",581.0,1964,7.99,1,1 hr. 23 min.,Movie ,Jul 2008 , Jul 2008,89294,,,,,,,,,,False
Wolf's Rain OVA,"Adventure,Drama,Sci-Fi,Supernatural",560.0,2365,8.01,4,23 min. per ep.,OVA ,Jan 2004 , Feb 2004,69285,,,,,,,,,,False
Hibike! Euphonium,,570.0,450,8.0,13,23 min. per ep.,TV ,Apr 2015 , Jul 2015,468881,7.69,1725.0,12480.0,1243.0,66,"Dec  5, 2013 to Jun  22, 2019",[],,"Asada, Nikki (Art), Takeda, Ayano (Story)",True
Nagi no Asu kara,"Drama,Fantasy,Romance",562.0,322,8.0,26,23 min. per ep.,TV ,Oct 2013 , Apr 2014,606039,7.58,2350.0,5019.0,3839.0,36,"Apr  27, 2013 to Mar  26, 2016",[],Dengeki Daioh,"Maeda, Risou (Art)",True
Pui Pui Molcar,,559.0,5225,8.01,12,2 min. per ep.,TV ,Jan 2021 , Mar 2021,17093,,,,,,,,,,False
Maoujou de Oyasumi,"Comedy,Fantasy",561.0,1137,8.0,12,23 min. per ep.,TV ,Oct 2020 , Dec 2020,218133,7.94,867.0,881.0,19966.0,Unknown,"May  11, 2016 to ?",['Shounen'],Shounen Sunday,"Kumanomata, Kagiji (Story & Art)",True
Love Live! Superstar!!,,555.0,2589,8.01,12,23 min. per ep.,TV ,Jul 2021 , Oct 2021,70309,,,,,,,,,,False
Persona 3 the Movie 4: Winter of Rebirth,"Action,Fantasy,Supernatural",558.0,2324,8.01,1,1 hr. 45 min.,Movie ,Jan 2016 , Jan 2016,75982,,,,,,,,,,False
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,"Action,Drama,Sci-Fi",567.0,3947,8.0,4,25 min. per ep.,Movie ,Sep 2019 , Sep 2019,30042,,,,,,,,,,False
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,"Fantasy,Slice of Life",554.0,849,8.01,14,23 min. per ep.,TV ,Oct 2019 , Dec 2019,314295,8.75,42.0,1359.0,13979.0,Unknown,"Jan  25, 2015 to ?",[],,"Shiina, You (Art), Kazuki, Miya (Story)",True
Clannad,"Drama,Romance,Supernatural",552.0,77,8.01,23,24 min. per ep.,TV ,Oct 2007 , Mar 2008,1422289,7.89,1010.0,1712.0,11276.0,45,"May  7, 2005 to Apr  2009",['Seinen'],Comic Rush,"Maeda, Jun (Story), Key (Story), Misaki, Juri (Art)",True
Kimi ni Todoke,"Drama,Romance,Slice of Life",573.0,168,8.0,25,22 min. per ep.,TV ,Oct 2009 , Mar 2010,960129,8.29,315.0,101.0,117237.0,125,"Aug  11, 2005 to Nov  13, 2017",['Shoujo'],Bessatsu Margaret,"Shiina, Karuho (Story & Art)",True
Haikyuu!! Movie 2: Shousha to Haisha,,568.0,2094,8.0,1,1 hr. 28 min.,Movie ,Sep 2015 , Sep 2015,96826,,,,,,,,,,False
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy,Romance",539.0,82,8.02,13,24 min. per ep.,TV ,Apr 2013 , Jun 2013,1445285,8.77,39.0,214.0,69689.0,168,"Mar  18, 2011 to Apr  20, 2021",[],,"Watari, Wataru (Story), Ponkan⑧ (Art)",True
Tokyo Magnitude 8.0,,537.0,715,8.02,11,22 min. per ep.,TV ,Jul 2009 , Sep 2009,299504,,,,,,,,,,False
ef: A Tale of Melodies.,"Drama,Mystery,Romance,Supernatural",543.0,1225,8.02,12,24 min. per ep.,TV ,Oct 2008 , Dec 2008,165717,,,,,,,,,,False
Slayers Next,"Adventure,Comedy,Fantasy",535.0,2275,8.02,26,24 min. per ep.,TV ,Apr 1996 , Sep 1996,71552,,,,,,,,,,False
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,,551.0,7017,8.01,1,1 hr. 10 min.,Movie ,Jun 2021 , Jun 2021,9531,,,,,,,,,,False
Tsumiki no Ie,"Award Winning,Drama",532.0,1877,8.03,1,12 min.,Movie ,Jun 2008 , Jun 2008,97369,,,,,,,,,,False
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,"Drama,Fantasy,Slice of Life",540.0,4933,8.02,1,48 min.,Movie ,Jul 2017 , Jul 2017,15231,,,,,,,,,,False
Magi: The Labyrinth of Magic,"Action,Adventure,Fantasy",529.0,129,8.03,25,24 min. per ep.,TV ,Oct 2012 , Mar 2013,1051830,,,,,,,,,,False
Kami nomi zo Shiru Sekai: Megami-hen,"Comedy,Romance,Supernatural",528.0,604,8.03,12,24 min. per ep.,TV ,Jul 2013 , Sep 2013,349037,,,,,,,,,,False
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,"Fantasy,Slice of Life",527.0,2018,8.03,10,23 min. per ep.,TV ,Apr 2022 , Jun 2022,159207,,,,,,,,,,False
School Rumble Ni Gakki,"Comedy,Romance",563.0,1276,8.0,26,24 min. per ep.,TV ,Apr 2006 , Sep 2006,163774,,,,,,,,,,False
Ginga Nagareboshi Gin,"Action,Adventure,Drama",526.0,3847,8.03,21,23 min. per ep.,TV ,Apr 1986 , Aug 1986,27794,8.11,557.0,4525.0,4293.0,55,"Nov  15, 1983 to Feb  24, 1987",['Shounen'],Shounen Jump (Weekly),"Takahashi, Yoshihiro (Story & Art)",True
FLCL,"Action,Avant Garde,Comedy,Sci-Fi",525.0,207,8.03,6,25 min. per ep.,OVA ,Apr 2000 , Mar 2001,830753,7.74,1533.0,4201.0,4687.0,24,"Jun  1, 2000 to Mar  1, 2001",['Shounen'],,"Imaishi, Hiroyuki (Art), Enokido, Youji (Story), Tsurumaki, Kazuya (Art)",True
D.Gray-man,"Action,Adventure,Comedy",522.0,248,8.03,103,23 min. per ep.,TV ,Oct 2006 , Sep 2008,696414,8.28,325.0,64.0,156291.0,Unknown,"May  31, 2004 to ?",['Shounen'],Jump SQ.Rise,"Hoshino, Katsura (Story & Art)",True
Black Lagoon: Roberta's Blood Trail,,521.0,768,8.03,5,33 min. per ep.,OVA ,Jun 2010 , Jun 2011,303263,,,,,,,,,,False
Omae Umasou da na,"Action,Adventure,Fantasy",534.0,4490,8.02,1,1 hr. 30 min.,Movie ,Oct 2010 , Oct 2010,20657,,,,,,,,,,False
Fullmetal Alchemist: Brotherhood Specials,"Drama,Fantasy",553.0,1301,8.01,4,15 min. per ep.,Special ,Aug 2009 , Aug 2010,160281,,,,,,,,,,False
Toaru Kagaku no Railgun S,"Action,Sci-Fi",531.0,527,8.03,24,24 min. per ep.,TV ,Apr 2013 , Sep 2013,391791,,,,,,,,,,False
Black Lagoon,,520.0,147,8.03,12,24 min. per ep.,TV ,Apr 2006 , Jun 2006,1018537,8.29,311.0,300.0,52575.0,Unknown,"Apr  19, 2002 to ?",['Seinen'],Sunday Gene-X,"Hiroe, Rei (Story & Art)",True
Baby Steps 2nd Season,,519.0,1942,8.03,25,24 min. per ep.,TV ,Apr 2015 , Sep 2015,91589,,,,,,,,,,False
Lovely★Complex,"Comedy,Romance",517.0,342,8.04,24,24 min. per ep.,TV ,Apr 2007 , Sep 2007,597199,8.33,269.0,249.0,62436.0,68,"Aug  13, 2001 to Aug  13, 2007",['Shoujo'],Bessatsu Margaret,"Nakahara, Aya (Story & Art)",True
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,"Action,Drama,Mystery,Supernatural,Suspense",515.0,937,8.04,1,59 min.,Movie ,Feb 2008 , Feb 2008,230660,,,,,,,,,,False
Tate no Yuusha no Nariagari,"Action,Adventure,Drama,Fantasy",536.0,74,8.02,25,24 min. per ep.,TV ,Jan 2019 , Jun 2019,1604968,7.95,850.0,349.0,46157.0,Unknown,"Aug  22, 2013 to ?",[],,"Aneko, Yusagi (Story), Minami, Seira (Art)",True
Full Metal Panic? Fumoffu,"Action,Comedy",513.0,703,8.04,12,24 min. per ep.,TV ,Aug 2003 , Nov 2003,298504,,,,,,,,,,False
BanG Dream! 3rd Season,,510.0,3472,8.04,13,23 min. per ep.,TV ,Jan 2020 , Apr 2020,37823,,,,,,,,,,False
Akatsuki no Yona,"Action,Adventure,Comedy,Fantasy,Romance",518.0,195,8.03,24,24 min. per ep.,TV ,Oct 2014 , Mar 2015,862406,8.82,29.0,82.0,132140.0,Unknown,"Aug  5, 2009 to ?",['Shoujo'],Hana to Yume,"Kusanagi, Mizuho (Story & Art)",True
Eve no Jikan,"Sci-Fi,Slice of Life",512.0,1128,8.04,6,18 min. per ep.,ONA ,Aug 2008 , Sep 2009,186851,7.27,5020.0,7928.0,2266.0,29,"Feb  19, 2010 to Mar  2, 2012",['Seinen'],Young Gangan,"Yoshiura, Yasuhiro (Story), Oota, Yuuki (Art)",True
SK∞,,508.0,413,8.04,12,23 min. per ep.,TV ,Jan 2021 , Apr 2021,565251,,,,,,,,,,False
Paprika,"Avant Garde,Fantasy,Horror,Mystery,Sci-Fi,Suspense",505.0,393,8.04,1,1 hr. 30 min.,Movie ,Nov 2006 , Nov 2006,550307,,,,,,,,,,False
Saint Seiya: Meiou Hades Juuni Kyuu-hen,"Adventure,Sci-Fi",506.0,2580,8.04,13,25 min. per ep.,OVA ,Nov 2002 , Jul 2003,58133,,,,,,,,,,False
Saiunkoku Monogatari 2nd Season,"Adventure,Comedy,Drama,Fantasy,Romance",530.0,3064,8.03,39,25 min. per ep.,TV ,Apr 2007 , Mar 2008,41924,,,,,,,,,,False
Kyou kara Ore wa!!,,502.0,3517,8.05,10,43 min. per ep.,OVA ,Apr 1993 , Dec 1997,35244,8.47,163.0,857.0,20554.0,366,1988 to Oct  1997,['Shounen'],Shounen Sunday,"Nishimori, Hiroyuki (Story & Art)",True
Summer Wars,"Comedy,Sci-Fi",503.0,372,8.05,1,1 hr. 54 min.,Movie ,Aug 2009 , Aug 2009,523383,7.65,1959.0,2317.0,8425.0,13,"Jul  4, 2009 to May  1, 2010",['Seinen'],Young Ace,"Sugimoto, Iqura (Art), Hosoda, Mamoru (Story)",True
